Date,TLT
2002-11-01,39.143043518066406
2002-11-04,38.970008850097656
2002-11-05,38.81979751586914
2002-11-06,38.974605560302734
2002-11-07,39.939762115478516
2002-11-08,40.26296615600586
2002-11-11,40.48150634765625
2002-11-12,40.24932861328125
2002-11-13,40.335777282714844
2002-11-14,39.49814987182617
2002-11-15,39.65747833251953
2002-11-18,39.83500289916992
2002-11-19,39.980709075927734
2002-11-20,39.58917999267578
2002-11-21,39.20676040649414
2002-11-22,39.170352935791016
2002-11-25,39.09751892089844
2002-11-26,39.58917999267578
2002-11-27,38.69688415527344
2002-11-29,38.947261810302734
2002-12-02,38.983436584472656
2002-12-03,39.038272857666016
2002-12-04,39.23954772949219
2002-12-05,39.34013748168945
2002-12-06,39.40874099731445
2002-12-09,39.62824249267578
2002-12-10,39.73344802856445
2002-12-11,39.99867248535156
2002-12-12,39.962127685546875
2002-12-13,39.5733642578125
2002-12-16,39.27611541748047
2002-12-17,39.27611541748047
2002-12-18,39.58250427246094
2002-12-19,39.934669494628906
2002-12-20,39.962127685546875
2002-12-23,39.97125244140625
2002-12-24,40.19535446166992
2002-12-26,40.273101806640625
2002-12-27,40.716697692871094
2002-12-30,40.812744140625
2002-12-31,40.70980453491211
2003-01-02,39.65719985961914
2003-01-03,39.7491569519043
2003-01-06,39.64344024658203
2003-01-07,39.78593063354492
2003-01-08,39.98356628417969
2003-01-09,39.215999603271484
2003-01-10,39.31708526611328
2003-01-13,39.3814697265625
2003-01-14,39.51934814453125
2003-01-15,39.71234893798828
2003-01-16,39.76753616333008
2003-01-17,39.96519088745117
2003-01-21,40.195003509521484
2003-01-22,40.39264678955078
2003-01-23,40.195003509521484
2003-01-24,40.43400192260742
2003-01-27,40.286949157714844
2003-01-28,40.286949157714844
2003-01-29,40.066322326660156
2003-01-30,40.36507797241211
2003-01-31,40.475379943847656
2003-02-03,40.534420013427734
2003-02-04,40.7143440246582
2003-02-05,40.36374282836914
2003-02-06,40.69127655029297
2003-02-07,40.78348922729492
2003-02-10,40.49755096435547
2003-02-11,40.4882926940918
2003-02-12,40.63130569458008
2003-02-13,40.85267639160156
2003-02-14,40.50215148925781
2003-02-18,40.55289077758789
2003-02-19,40.82962417602539
2003-02-20,40.96797561645508
2003-02-21,40.72815704345703
2003-02-24,40.921878814697266
2003-02-25,41.1109619140625
2003-02-26,41.39694595336914
2003-02-27,41.46615219116211
2003-02-28,41.729042053222656
2003-03-03,41.77997589111328
2003-03-04,41.80773162841797
2003-03-05,41.94664001464844
2003-03-06,41.78462219238281
2003-03-07,41.928131103515625
2003-03-10,42.145755767822266
2003-03-11,42.07170104980469
2003-03-12,42.224449157714844
2003-03-13,41.446617126464844
2003-03-14,41.65035629272461
2003-03-17,41.15031051635742
2003-03-18,40.76140213012695
2003-03-19,40.46049118041992
2003-03-20,40.39570236206055
2003-03-21,39.84006118774414
2003-03-24,40.469749450683594
2003-03-25,40.42344665527344
2003-03-26,40.50676727294922
2003-03-27,40.534542083740234
2003-03-28,40.627140045166016
2003-03-31,41.15957260131836
2003-04-01,41.04242706298828
2003-04-02,40.61463928222656
2003-04-03,40.5914192199707
2003-04-04,40.47513961791992
2003-04-07,40.38216018676758
2003-04-08,40.7076301574707
2003-04-09,40.828556060791016
2003-04-10,40.63792419433594
2003-04-11,40.57279586791992
2003-04-14,40.46120834350586
2003-04-15,40.67974090576172
2003-04-16,40.84709930419922
2003-04-17,40.912200927734375
2003-04-21,40.823875427246094
2003-04-22,40.800621032714844
2003-04-23,40.88432693481445
2003-04-24,41.251670837402344
2003-04-25,41.34463882446289
2003-04-28,41.279541015625
2003-04-29,41.20978927612305
2003-04-30,41.591060638427734
2003-05-01,41.611141204833984
2003-05-02,41.28396987915039
2003-05-05,41.503639221191406
2003-05-06,41.709312438964844
2003-05-07,42.19544219970703
2003-05-08,42.298282623291016
2003-05-09,42.34033203125
2003-05-12,42.606807708740234
2003-05-13,42.70029067993164
2003-05-14,43.35472869873047
2003-05-15,43.49026870727539
2003-05-16,43.80809783935547
2003-05-19,43.65855407714844
2003-05-20,44.30357360839844
2003-05-21,44.298927307128906
2003-05-22,44.69157791137695
2003-05-23,44.803768157958984
2003-05-27,43.995052337646484
2003-05-28,43.9202880859375
2003-05-29,44.30357360839844
2003-05-30,44.21944046020508
2003-06-02,43.89462661743164
2003-06-03,44.246681213378906
2003-06-04,44.37812805175781
2003-06-05,44.03073501586914
2003-06-06,44.190345764160156
2003-06-09,44.48607635498047
2003-06-10,45.01654052734375
2003-06-11,44.960201263427734
2003-06-12,45.312225341796875
2003-06-13,45.61735534667969
2003-06-16,45.18552017211914
2003-06-17,44.828773498535156
2003-06-18,44.256046295166016
2003-06-19,44.17155456542969
2003-06-20,44.00727081298828
2003-06-23,44.27014923095703
2003-06-24,44.67854690551758
2003-06-25,43.96503448486328
2003-06-26,43.37356185913086
2003-06-27,43.21866226196289
2003-06-30,43.420494079589844
2003-07-01,43.205177307128906
2003-07-02,43.313560485839844
2003-07-03,42.69155502319336
2003-07-07,42.418270111083984
2003-07-08,42.4559211730957
2003-07-09,42.592594146728516
2003-07-10,42.57848358154297
2003-07-11,42.78108215332031
2003-07-14,42.2910041809082
2003-07-15,41.30146789550781
2003-07-16,41.53709411621094
2003-07-17,41.40984344482422
2003-07-18,41.3250617980957
2003-07-21,40.448604583740234
2003-07-22,40.646514892578125
2003-07-23,40.78318405151367
2003-07-24,40.42503356933594
2003-07-25,40.316680908203125
2003-07-28,39.7747917175293
2003-07-29,39.23289108276367
2003-07-30,39.67580032348633
2003-07-31,39.086788177490234
2003-08-01,39.057430267333984
2003-08-04,39.39352035522461
2003-08-05,38.83024978637695
2003-08-06,39.59707260131836
2003-08-07,39.76280212402344
2003-08-08,39.60186004638672
2003-08-11,39.40302658081055
2003-08-12,39.2183952331543
2003-08-13,38.46100616455078
2003-08-14,38.83974075317383
2003-08-15,38.8160285949707
2003-08-18,38.99589157104492
2003-08-19,39.59707260131836
2003-08-20,39.384056091308594
2003-08-21,39.28938674926758
2003-08-22,39.46455001831055
2003-08-25,39.156837463378906
2003-08-26,39.46455001831055
2003-08-27,39.28466796875
2003-08-28,39.691741943359375
2003-08-29,39.59707260131836
2003-09-02,39.017967224121094
2003-09-03,39.07977294921875
2003-09-04,39.29849624633789
2003-09-05,39.97368240356445
2003-09-08,39.56000900268555
2003-09-09,39.84531021118164
2003-09-10,40.24947738647461
2003-09-11,39.98794174194336
2003-09-12,40.26372528076172
2003-09-15,40.2019157409668
2003-09-16,40.140113830566406
2003-09-17,40.63933563232422
2003-09-18,40.66786193847656
2003-09-19,40.71541976928711
2003-09-22,40.392120361328125
2003-09-23,40.66786193847656
2003-09-24,41.01974868774414
2003-09-25,41.224178314208984
2003-09-26,41.595096588134766
2003-09-29,41.26222610473633
2003-09-30,41.94694519042969
2003-10-01,41.7879524230957
2003-10-02,41.59696578979492
2003-10-03,40.72316360473633
2003-10-06,40.89984893798828
2003-10-07,40.427162170410156
2003-10-08,40.41762161254883
2003-10-09,40.1311149597168
2003-10-10,40.36983871459961
2003-10-13,40.21231460571289
2003-10-14,39.93533706665039
2003-10-15,39.739601135253906
2003-10-16,39.58202362060547
2003-10-17,39.88764953613281
2003-10-20,40.021263122558594
2003-10-21,40.1693115234375
2003-10-22,40.560855865478516
2003-10-23,40.2647819519043
2003-10-24,40.7136116027832
2003-10-27,40.632450103759766
2003-10-28,40.84731674194336
2003-10-29,40.47964096069336
2003-10-30,40.29824447631836
2003-10-31,40.67543411254883
2003-11-03,40.482696533203125
2003-11-04,40.71279525756836
2003-11-05,40.43476486206055
2003-11-06,40.05601501464844
2003-11-07,40.032047271728516
2003-11-10,39.99848175048828
2003-11-11,40.003273010253906
2003-11-12,40.29572677612305
2003-11-13,40.91897201538086
2003-11-14,41.192264556884766
2003-11-17,41.25456619262695
2003-11-18,41.508663177490234
2003-11-19,41.048423767089844
2003-11-20,41.446353912353516
2003-11-21,41.47031784057617
2003-11-24,41.12991714477539
2003-11-25,41.355224609375
2003-11-26,41.18746566772461
2003-11-28,40.81351852416992
2003-12-01,40.58606719970703
2003-12-02,40.7595329284668
2003-12-03,40.595760345458984
2003-12-04,40.6872673034668
2003-12-05,41.33770751953125
2003-12-08,41.04860305786133
2003-12-09,40.7595329284668
2003-12-10,40.82697296142578
2003-12-11,41.120887756347656
2003-12-12,41.197967529296875
2003-12-15,41.17387771606445
2003-12-16,41.308773040771484
2003-12-17,41.58821487426758
2003-12-18,41.96402359008789
2003-12-19,41.94956588745117
2003-12-22,41.83394241333008
2003-12-23,41.36174011230469
2003-12-24,41.75202941894531
2003-12-26,41.90620803833008
2003-12-29,41.53041458129883
2003-12-30,41.36174011230469
2003-12-31,41.361793518066406
2004-01-02,40.87287521362305
2004-01-05,40.76642990112305
2004-01-06,41.21659851074219
2004-01-07,41.38111114501953
2004-01-08,41.36661911010742
2004-01-09,42.08787536621094
2004-01-12,42.05393981933594
2004-01-13,42.339534759521484
2004-01-14,42.547672271728516
2004-01-15,42.707427978515625
2004-01-16,42.4073371887207
2004-01-20,42.39763641357422
2004-01-21,42.49931335449219
2004-01-22,42.80908966064453
2004-01-23,42.29597473144531
2004-01-26,42.039405822753906
2004-01-27,42.30084228515625
2004-01-28,41.928077697753906
2004-01-29,41.840965270996094
2004-01-30,42.13142013549805
2004-02-02,42.0429573059082
2004-02-03,42.25682067871094
2004-02-04,42.17418670654297
2004-02-05,42.00892639160156
2004-02-06,42.470672607421875
2004-02-09,42.5970458984375
2004-02-10,42.35890579223633
2004-02-11,42.674827575683594
2004-02-12,42.49495315551758
2004-02-13,42.674827575683594
2004-02-17,42.645668029785156
2004-02-18,42.70397186279297
2004-02-19,42.74769592285156
2004-02-20,42.45124053955078
2004-02-23,42.713680267333984
2004-02-24,42.79145431518555
2004-02-25,42.85954284667969
2004-02-26,42.72340393066406
2004-02-27,43.09282684326172
2004-03-01,43.07624053955078
2004-03-02,42.80293655395508
2004-03-03,42.724849700927734
2004-03-04,42.9151611328125
2004-03-05,43.74478530883789
2004-03-08,44.00344467163086
2004-03-09,44.29624557495117
2004-03-10,44.266944885253906
2004-03-11,44.33041000366211
2004-03-12,44.05711364746094
2004-03-15,44.13031768798828
2004-03-16,44.49639129638672
2004-03-17,44.42310333251953
2004-03-18,44.18885803222656
2004-03-19,44.13031768798828
2004-03-22,44.39872741699219
2004-03-23,44.4767951965332
2004-03-24,44.45240783691406
2004-03-25,44.281578063964844
2004-03-26,43.813106536865234
2004-03-29,43.520286560058594
2004-03-30,43.490989685058594
2004-03-31,43.70087432861328
2004-04-01,43.557804107666016
2004-04-02,42.47999954223633
2004-04-05,42.146881103515625
2004-04-06,42.37714385986328
2004-04-07,42.27915954589844
2004-04-08,42.156673431396484
2004-04-12,42.00481033325195
2004-04-13,41.54921340942383
2004-04-14,41.514888763427734
2004-04-15,41.26994705200195
2004-04-16,41.42671585083008
2004-04-19,41.33852767944336
2004-04-20,40.9613037109375
2004-04-21,41.16215896606445
2004-04-22,41.40711975097656
2004-04-23,41.171993255615234
2004-04-26,41.24055099487305
2004-04-27,41.397315979003906
2004-04-28,41.010292053222656
2004-04-29,40.809452056884766
2004-04-30,40.97600173950195
2004-05-03,41.02762222290039
2004-05-04,40.747314453125
2004-05-05,40.63418197631836
2004-05-06,40.52595520019531
2004-05-07,39.994808197021484
2004-05-10,39.90135192871094
2004-05-11,40.083351135253906
2004-05-12,39.81774139404297
2004-05-13,39.665279388427734
2004-05-14,39.98991394042969
2004-05-17,40.34401321411133
2004-05-18,40.186641693115234
2004-05-19,40.0538330078125
2004-05-20,40.36368942260742
2004-05-21,40.201377868652344
2004-05-24,40.329261779785156
2004-05-25,40.44728088378906
2004-05-26,40.66368865966797
2004-05-27,40.983394622802734
2004-05-28,40.87026596069336
2004-06-01,40.49598693847656
2004-06-02,40.39234161376953
2004-06-03,40.47626876831055
2004-06-04,40.2392692565918
2004-06-07,40.24912643432617
2004-06-08,40.32317352294922
2004-06-09,40.15037536621094
2004-06-10,40.229400634765625
2004-06-14,39.908470153808594
2004-06-15,40.75275802612305
2004-06-16,40.594730377197266
2004-06-17,40.861366271972656
2004-06-18,40.77251052856445
2004-06-21,40.80210876464844
2004-06-22,40.6787109375
2004-06-23,40.757694244384766
2004-06-24,41.00453567504883
2004-06-25,41.04405975341797
2004-06-28,40.6244010925293
2004-06-29,40.88111114501953
2004-06-30,41.30078887939453
2004-07-01,41.37812423706055
2004-07-02,41.814361572265625
2004-07-06,41.74494552612305
2004-07-07,41.75984573364258
2004-07-08,41.78465270996094
2004-07-09,41.829227447509766
2004-07-12,41.88874816894531
2004-07-13,41.7647819519043
2004-07-14,41.7796516418457
2004-07-15,41.82429504394531
2004-07-16,42.37947082519531
2004-07-19,42.409210205078125
2004-07-20,42.02754592895508
2004-07-21,41.91352462768555
2004-07-22,41.9730110168457
2004-07-23,42.11181640625
2004-07-26,41.91352462768555
2004-07-27,41.34839630126953
2004-07-28,41.353336334228516
2004-07-29,41.44751739501953
2004-07-30,41.9333381652832
2004-08-02,41.98809814453125
2004-08-03,42.15726852416992
2004-08-04,42.177181243896484
2004-08-05,42.296630859375
2004-08-06,43.00829315185547
2004-08-09,42.85902786254883
2004-08-10,42.7047233581543
2004-08-11,42.888851165771484
2004-08-12,42.97844314575195
2004-08-13,43.117794036865234
2004-08-16,42.968448638916016
2004-08-17,43.21232604980469
2004-08-18,43.0033073425293
2004-08-19,43.10781478881836
2004-08-20,43.06801223754883
2004-08-23,42.819183349609375
2004-08-24,42.844078063964844
2004-08-25,42.99333190917969
2004-08-26,43.23721694946289
2004-08-27,43.20735168457031
2004-08-30,43.41139602661133
2004-08-31,43.68015670776367
2004-09-01,43.725120544433594
2004-09-02,43.295406341552734
2004-09-03,43.30039596557617
2004-09-07,43.25542068481445
2004-09-08,43.62019348144531
2004-09-09,43.45531463623047
2004-09-10,43.52024459838867
2004-09-13,43.71012496948242
2004-09-14,43.755088806152344
2004-09-15,43.65513229370117
2004-09-16,44.14984893798828
2004-09-17,43.92998504638672
2004-09-20,44.21979522705078
2004-09-21,44.349700927734375
2004-09-22,44.80935287475586
2004-09-23,44.629493713378906
2004-09-24,44.6844596862793
2004-09-27,44.87934112548828
2004-09-28,44.69941711425781
2004-09-29,44.264747619628906
2004-09-30,44.094844818115234
2004-10-01,43.8746337890625
2004-10-04,43.9398193359375
2004-10-05,43.9398193359375
2004-10-06,43.739166259765625
2004-10-07,43.54851150512695
2004-10-08,44.125465393066406
2004-10-11,44.17063522338867
2004-10-12,44.27094650268555
2004-10-13,44.431522369384766
2004-10-14,44.642208099365234
2004-10-15,44.48668670654297
2004-10-18,44.50676727294922
2004-10-19,44.62216567993164
2004-10-20,44.92817687988281
2004-10-21,44.95828628540039
2004-10-22,45.06365966796875
2004-10-25,45.09877014160156
2004-10-26,44.96329879760742
2004-10-27,44.52180099487305
2004-10-28,44.667301177978516
2004-10-29,44.87300491333008
2004-11-01,44.59389114379883
2004-11-02,44.659423828125
2004-11-03,44.67955780029297
2004-11-04,44.72489929199219
2004-11-05,44.23624038696289
2004-11-08,44.0800666809082
2004-11-09,44.05489730834961
2004-11-10,43.88862991333008
2004-11-11,43.792930603027344
2004-11-12,44.26649475097656
2004-11-15,44.3067741394043
2004-11-16,44.3067741394043
2004-11-17,44.68462371826172
2004-11-18,44.820594787597656
2004-11-19,44.462982177734375
2004-11-22,44.69466781616211
2004-11-23,44.75008010864258
2004-11-24,44.75008010864258
2004-11-26,44.45789337158203
2004-11-29,43.984378814697266
2004-11-30,43.797950744628906
2004-12-01,43.72968292236328
2004-12-02,43.552642822265625
2004-12-03,44.23046112060547
2004-12-06,44.382232666015625
2004-12-07,44.43783187866211
2004-12-08,45.1308479309082
2004-12-09,44.832401275634766
2004-12-10,44.94370651245117
2004-12-13,45.039825439453125
2004-12-14,45.21683120727539
2004-12-15,45.626556396484375
2004-12-16,44.95378112792969
2004-12-17,44.89305114746094
2004-12-20,44.97401428222656
2004-12-21,45.1105842590332
2004-12-22,44.95886993408203
2004-12-23,44.81218338012695
2004-12-27,44.46315002441406
2004-12-28,44.42774963378906
2004-12-29,44.382232666015625
2004-12-30,44.680660247802734
2004-12-31,44.962459564208984
2005-01-03,45.058902740478516
2005-01-04,44.58672332763672
2005-01-05,44.825374603271484
2005-01-06,44.85582733154297
2005-01-07,44.9573974609375
2005-01-10,45.02845001220703
2005-01-11,45.29249954223633
2005-01-12,45.353458404541016
2005-01-13,45.79011535644531
2005-01-14,45.78500747680664
2005-01-18,45.93735885620117
2005-01-19,46.06937026977539
2005-01-20,46.16077423095703
2005-01-21,46.211551666259766
2005-01-24,46.40959167480469
2005-01-25,45.97293472290039
2005-01-26,46.059207916259766
2005-01-27,45.97293472290039
2005-01-28,46.434993743896484
2005-01-31,46.56700134277344
2005-02-01,46.49309158325195
2005-02-02,46.6001091003418
2005-02-03,46.57466506958008
2005-02-04,47.221927642822266
2005-02-07,47.5736083984375
2005-02-08,47.84375762939453
2005-02-09,47.971153259277344
2005-02-10,47.323883056640625
2005-02-11,47.29329299926758
2005-02-14,47.441097259521484
2005-02-15,47.2015495300293
2005-02-16,47.02316665649414
2005-02-17,46.727535247802734
2005-02-18,46.30961608886719
2005-02-22,46.10578155517578
2005-02-23,46.25865936279297
2005-02-24,46.156707763671875
2005-02-25,46.38097381591797
2005-02-28,45.881492614746094
2005-03-01,45.86713790893555
2005-03-02,45.805809020996094
2005-03-03,45.78026580810547
2005-03-04,46.27621078491211
2005-03-07,46.46024703979492
2005-03-08,46.02055358886719
2005-03-09,45.26897048950195
2005-03-10,45.54508590698242
2005-03-11,45.212745666503906
2005-03-14,45.48368835449219
2005-03-15,45.19736099243164
2005-03-16,45.47346878051758
2005-03-17,45.621742248535156
2005-03-18,45.335445404052734
2005-03-21,45.20761489868164
2005-03-22,44.82414245605469
2005-03-23,45.03885269165039
2005-03-24,45.13091278076172
2005-03-28,44.85483169555664
2005-03-29,45.12067794799805
2005-03-30,45.345645904541016
2005-03-31,45.67283630371094
2005-04-01,45.826820373535156
2005-04-04,45.81650924682617
2005-04-05,45.69853210449219
2005-04-06,45.85765838623047
2005-04-07,45.488121032714844
2005-04-08,45.647212982177734
2005-04-11,45.89352035522461
2005-04-12,46.319480895996094
2005-04-13,46.20659637451172
2005-04-14,46.13473129272461
2005-04-15,46.745418548583984
2005-04-18,46.70949935913086
2005-04-19,47.16108322143555
2005-04-20,47.043052673339844
2005-04-21,46.550437927246094
2005-04-22,46.94044494628906
2005-04-25,47.07900619506836
2005-04-26,47.00712966918945
2005-04-27,47.17136001586914
2005-04-28,47.52029037475586
2005-04-29,47.43820571899414
2005-05-02,47.427879333496094
2005-05-03,47.55664825439453
2005-05-04,47.139495849609375
2005-05-05,47.24766159057617
2005-05-06,46.897403717041016
2005-05-09,46.94375991821289
2005-05-10,47.2785758972168
2005-05-11,47.42271423339844
2005-05-12,47.60816192626953
2005-05-13,47.79356384277344
2005-05-16,47.73688507080078
2005-05-17,47.8708381652832
2005-05-18,48.1901741027832
2005-05-19,48.06655502319336
2005-05-20,48.12317657470703
2005-05-23,48.49909973144531
2005-05-24,48.633033752441406
2005-05-25,48.2931022644043
2005-05-26,48.27770233154297
2005-05-27,48.32918167114258
2005-05-31,48.92658615112305
2005-06-01,49.525699615478516
2005-06-02,49.644588470458984
2005-06-03,49.23623275756836
2005-06-06,49.49473571777344
2005-06-07,49.88755798339844
2005-06-08,49.64975357055664
2005-06-09,49.608428955078125
2005-06-10,49.050167083740234
2005-06-13,48.75550842285156
2005-06-14,48.435035705566406
2005-06-15,48.52290344238281
2005-06-16,48.765838623046875
2005-06-17,48.76066207885742
2005-06-20,48.67795944213867
2005-06-21,49.03463363647461
2005-06-22,49.62910461425781
2005-06-23,49.57740020751953
2005-06-24,49.82551574707031
2005-06-27,49.95991516113281
2005-06-28,49.618743896484375
2005-06-29,49.54117202758789
2005-06-30,49.98575973510742
2005-07-01,49.37992858886719
2005-07-05,48.91310119628906
2005-07-06,49.1828498840332
2005-07-07,49.286529541015625
2005-07-08,49.084259033203125
2005-07-11,49.084259033203125
2005-07-12,48.80936813354492
2005-07-13,48.736732482910156
2005-07-14,48.61222839355469
2005-07-15,48.74189758300781
2005-07-18,48.37883377075195
2005-07-19,48.55000686645508
2005-07-20,48.8145637512207
2005-07-21,48.15060043334961
2005-07-22,48.524070739746094
2005-07-25,48.34771728515625
2005-07-26,48.425533294677734
2005-07-27,48.34771728515625
2005-07-28,48.7782096862793
2005-07-29,48.29587173461914
2005-08-01,48.116207122802734
2005-08-02,47.96004867553711
2005-08-03,48.194313049316406
2005-08-04,48.095436096191406
2005-08-05,47.720577239990234
2005-08-08,47.63203048706055
2005-08-09,47.80905532836914
2005-08-10,47.75699234008789
2005-08-11,48.0902099609375
2005-08-12,48.5795783996582
2005-08-15,48.454627990722656
2005-08-16,48.79306411743164
2005-08-17,48.47025680541992
2005-08-18,48.82947540283203
2005-08-19,48.82425308227539
2005-08-22,48.772216796875
2005-08-23,48.996097564697266
2005-08-24,49.042945861816406
2005-08-25,49.199134826660156
2005-08-26,49.183475494384766
2005-08-29,49.24596405029297
2005-08-30,49.5583381652832
2005-08-31,49.97486114501953
2005-09-01,49.67391586303711
2005-09-02,49.71574401855469
2005-09-06,49.365699768066406
2005-09-07,48.90068435668945
2005-09-08,48.95296859741211
2005-09-09,49.10968780517578
2005-09-12,48.770118713378906
2005-09-13,49.02610778808594
2005-09-14,48.8380126953125
2005-09-15,48.43576431274414
2005-09-16,48.11704635620117
2005-09-19,48.22153854370117
2005-09-20,48.3469123840332
2005-09-21,48.7962532043457
2005-09-22,48.74919128417969
2005-09-23,48.383480072021484
2005-09-26,48.1640625
2005-09-27,48.23198699951172
2005-09-28,48.5558967590332
2005-09-29,48.33647155761719
2005-09-30,48.16928482055664
2005-10-03,47.79270553588867
2005-10-04,47.95005416870117
2005-10-05,48.15983581542969
2005-10-06,47.97629928588867
2005-10-07,48.17034149169922
2005-10-10,48.13883590698242
2005-10-11,48.03922653198242
2005-10-12,47.57242965698242
2005-10-13,47.399322509765625
2005-10-14,47.325931549072266
2005-10-17,47.31541442871094
2005-10-18,47.36783218383789
2005-10-19,47.38883590698242
2005-10-20,47.51469421386719
2005-10-21,47.95531463623047
2005-10-24,47.5828742980957
2005-10-25,47.17382049560547
2005-10-26,46.82762908935547
2005-10-27,46.99544143676758
2005-10-28,47.00071334838867
2005-10-31,47.08987808227539
2005-11-01,47.035614013671875
2005-11-02,46.814353942871094
2005-11-03,46.49824142456055
2005-11-04,46.424461364746094
2005-11-07,46.58252716064453
2005-11-08,47.035614013671875
2005-11-09,46.550926208496094
2005-11-10,47.119895935058594
2005-11-11,47.14627456665039
2005-11-14,46.79326629638672
2005-11-15,47.09885025024414
2005-11-16,47.59405517578125
2005-11-17,47.709964752197266
2005-11-18,47.48868942260742
2005-11-21,47.630958557128906
2005-11-22,47.69416427612305
2005-11-23,47.509735107421875
2005-11-25,47.68360900878906
2005-11-28,47.92069625854492
2005-11-29,47.46764373779297
2005-11-30,47.41495132446289
2005-12-01,47.34087371826172
2005-12-02,47.356727600097656
2005-12-05,47.14505386352539
2005-12-06,47.62660217285156
2005-12-07,47.4466667175293
2005-12-08,47.75359344482422
2005-12-09,47.377891540527344
2005-12-12,47.28794860839844
2005-12-13,47.462554931640625
2005-12-14,47.949337005615234
2005-12-15,47.83294677734375
2005-12-16,47.99166488647461
2005-12-19,48.039306640625
2005-12-20,47.98111343383789
2005-12-21,47.896461486816406
2005-12-22,48.27738952636719
2005-12-23,48.573726654052734
2005-12-27,48.97053527832031
2005-12-28,48.83396911621094
2005-12-29,48.94028091430664
2005-12-30,48.82868957519531
2006-01-03,48.764888763427734
2006-01-04,48.88180160522461
2006-01-05,48.82338333129883
2006-01-06,48.73307418823242
2006-01-09,48.764888763427734
2006-01-10,48.37174987792969
2006-01-11,48.29209518432617
2006-01-12,48.61616134643555
2006-01-13,48.89777374267578
2006-01-17,49.11561965942383
2006-01-18,49.0996208190918
2006-01-19,48.956199645996094
2006-01-20,49.08377456665039
2006-01-23,49.06778335571289
2006-01-24,48.82868957519531
2006-01-25,48.29736328125
2006-01-26,48.09016036987305
2006-01-27,48.09016036987305
2006-01-30,48.042327880859375
2006-01-31,48.175174713134766
2006-02-01,48.01040267944336
2006-02-02,48.10102844238281
2006-02-03,48.442325592041016
2006-02-06,48.538265228271484
2006-02-07,48.30900192260742
2006-02-08,48.1970100402832
2006-02-09,48.4156494140625
2006-02-10,48.149051666259766
2006-02-13,48.15438461303711
2006-02-14,47.983726501464844
2006-02-15,48.10102844238281
2006-02-16,48.111732482910156
2006-02-17,48.49563980102539
2006-02-21,48.4156494140625
2006-02-22,48.74622344970703
2006-02-23,48.623619079589844
2006-02-24,48.54893493652344
2006-02-27,48.46896743774414
2006-02-28,48.708927154541016
2006-03-01,48.41459655761719
2006-03-02,48.07752990722656
2006-03-03,47.79924774169922
2006-03-06,47.38187789916992
2006-03-07,47.41402816772461
2006-03-08,47.397918701171875
2006-03-09,47.41402816772461
2006-03-10,47.23738098144531
2006-03-13,47.19993591308594
2006-03-14,47.51567840576172
2006-03-15,47.258785247802734
2006-03-16,47.68693161010742
2006-03-17,47.54243469238281
2006-03-20,47.617347717285156
2006-03-21,47.37123489379883
2006-03-22,47.47283935546875
2006-03-23,47.32302474975586
2006-03-24,47.67085266113281
2006-03-27,47.49421691894531
2006-03-28,47.05011749267578
2006-03-29,46.82537841796875
2006-03-30,46.49899673461914
2006-03-31,46.482975006103516
2006-04-03,46.497989654541016
2006-04-04,46.44965362548828
2006-04-05,46.514095306396484
2006-04-06,46.15961837768555
2006-04-07,45.70845031738281
2006-04-10,45.79438400268555
2006-04-11,45.955501556396484
